FECHA,Horas,O3,NO2,CO,SO2,PM-10,PM-2.5,Fecha,PM.10,PM.2.5,Categoria_O3,Categoria_NO2,Categoria_CO,Categoria_SO2,Categoria_PM.10,Categoria_PM.2.5
05/05/2020,00:00:00,0.031,0.015,1.88,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,01:00:00,0.031,0.014,1.87,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,02:00:00,0.029,0.015,1.86,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,03:00:00,0.025,0.017,1.85,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,04:00:00,0.029,0.013,1.83,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,05:00:00,0.023,0.015,1.82,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,06:00:00,0.016,0.017,1.8,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,07:00:00,0.014,0.02,1.81,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,08:00:00,0.005,0.027,1.84,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,09:00:00,0.007,0.028,1.9,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,10:00:00,0.018,0.026,1.95,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,11:00:00,0.04,0.018,1.98,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,12:00:00,0.06,0.014,2.01,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,13:00:00,0.072,0.013,2.03,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,14:00:00,0.075,0.012,2.05,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,15:00:00,0.084,0.012,2.05,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,16:00:00,0.078,0.012,2.03,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,17:00:00,0.067,0.013,1.99,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,18:00:00,0.066,0.014,1.97,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,19:00:00,0.055,0.012,1.94,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,20:00:00,0.031,0.018,1.93,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,21:00:00,0.029,0.016,1.91,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,22:00:00,0.026,0.016,1.9,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/05/2020,23:00:00,0.025,0.015,1.88,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,00:00:00,0.031,0.012,1.86,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,01:00:00,0.033,0.011,1.83,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,02:00:00,0.026,0.013,1.79,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,03:00:00,0.02,0.016,1.78,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,04:00:00,0.021,0.015,1.75,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,05:00:00,0.021,0.015,1.73,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,06:00:00,0.014,0.016,1.73,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,07:00:00,0.011,0.018,1.72,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,08:00:00,0.004,0.023,1.77,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,09:00:00,0.007,0.025,1.84,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,10:00:00,0.023,0.013,1.86,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,11:00:00,0.023,0.013,1.88,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,12:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,13:00:00,0.063,0.012,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,14:00:00,0.068,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,15:00:00,0.053,0.011,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,16:00:00,0.059,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,17:00:00,0.054,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,18:00:00,0.035,0.013,1.88,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,19:00:00,0.022,0.013,1.9,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,20:00:00,0.015,0.013,1.94,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,21:00:00,0.016,0.013,1.97,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,22:00:00,0.017,0.019,1.98,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/05/2020,23:00:00,0.016,0.016,1.98,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,00:00:00,0.016,0.015,1.98,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,01:00:00,0.014,0.015,1.98,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,02:00:00,0.016,0.014,1.96,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,03:00:00,0.02,0.013,1.92,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,04:00:00,0.02,0.014,1.87,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,05:00:00,0.016,0.014,1.82,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,06:00:00,0.013,0.014,1.79,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,07:00:00,0.009,0.016,1.78,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,08:00:00,0.003,0.021,1.8,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,09:00:00,0.007,0.021,1.83,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,10:00:00,0.013,0.021,1.86,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,11:00:00,0.021,0.022,1.9,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,12:00:00,0.033,0.024,1.95,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,13:00:00,0.046,0.017,1.97,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,14:00:00,0.049,0.011,1.98,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,15:00:00,0.053,0.011,1.98,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,16:00:00,0.055,0.01,1.96,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,17:00:00,0.051,0.013,1.93,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,18:00:00,0.037,0.013,1.93,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,19:00:00,0.028,0.013,1.92,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,20:00:00,0.024,0.013,1.91,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,21:00:00,0.02,0.013,1.91,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,22:00:00,0.015,0.013,1.94,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/05/2020,23:00:00,0.017,0.013,1.96,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,00:00:00,0.015,0.013,1.98,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,01:00:00,0.014,0.013,1.99,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,02:00:00,0.014,0.013,1.97,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,03:00:00,0.014,0.013,1.95,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,04:00:00,0.013,0.013,1.94,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,05:00:00,0.015,0.013,1.92,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,06:00:00,0.01,0.013,1.9,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,07:00:00,0.007,0.013,1.89,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,08:00:00,0.003,0.013,1.9,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,09:00:00,0.004,0.013,1.94,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,10:00:00,0.011,0.013,1.98,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,11:00:00,0.032,0.013,2.01,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,12:00:00,0.043,0.013,2.02,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,13:00:00,0.061,0.013,2.04,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,14:00:00,0.066,0.013,2.04,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,15:00:00,0.062,0.013,2.04,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,16:00:00,0.06,0.013,2.02,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,17:00:00,0.062,0.013,1.96,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,18:00:00,0.064,0.013,1.92,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,19:00:00,0.065,0.013,1.9,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,20:00:00,0.058,0.013,1.89,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,21:00:00,0.048,0.013,1.88,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,22:00:00,0.037,0.013,1.89,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/05/2020,23:00:00,0.024,0.013,1.92,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,00:00:00,0.027,0.013,1.94,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,01:00:00,0.032,0.013,1.95,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,02:00:00,0.03,0.013,1.95,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,03:00:00,0.028,0.013,1.95,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,04:00:00,0.022,0.013,1.94,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,05:00:00,0.015,0.013,1.93,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,06:00:00,0.015,0.013,1.92,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,07:00:00,0.012,0.013,1.89,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,08:00:00,0.01,0.013,1.9,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,09:00:00,0.014,0.013,1.93,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,10:00:00,0.018,0.013,1.97,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,11:00:00,0.032,0.013,2,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,12:00:00,0.053,0.013,2.01,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,13:00:00,0.062,0.013,2.02,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,14:00:00,0.068,0.013,2.02,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,15:00:00,0.06,0.013,2.02,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,16:00:00,0.066,0.013,2,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,17:00:00,0.065,0.013,1.97,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,18:00:00,0.047,0.013,1.95,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,19:00:00,0.042,0.013,1.96,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,20:00:00,0.047,0.013,1.97,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,21:00:00,0.026,0.013,2.01,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,22:00:00,0.025,0.013,2.01,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/05/2020,23:00:00,0.035,0.013,2.01,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,00:00:00,0.035,0.013,2,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,01:00:00,0.033,0.013,1.98,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,02:00:00,0.023,0.013,1.98,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,03:00:00,0.023,0.013,1.95,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,04:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,05:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,06:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,07:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,08:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,09:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,10:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,11:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,12:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,13:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,14:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,15:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,16:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,17:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,18:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,19:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,20:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,21:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,22:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/05/2020,23:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,00:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,01:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,02:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,03:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,04:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,05:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,06:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,07:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,08:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,09:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,10:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,11:00:00,0.023,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,12:00:00,0.039,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,13:00:00,0.058,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,14:00:00,0.064,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,15:00:00,0.065,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,16:00:00,0.063,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,17:00:00,0.061,0.013,1.85,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,18:00:00,0.048,0.013,1.84,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,19:00:00,0.037,0.013,1.84,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,20:00:00,0.028,0.013,1.85,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,21:00:00,0.02,0.013,1.86,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,22:00:00,0.021,0.013,1.88,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/05/2020,23:00:00,0.02,0.013,1.88,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,00:00:00,0.017,0.013,1.88,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,01:00:00,0.014,0.013,1.88,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,02:00:00,0.014,0.013,1.88,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,03:00:00,0.016,0.013,1.87,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,04:00:00,0.014,0.013,1.84,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,05:00:00,0.014,0.013,1.81,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,06:00:00,0.01,0.013,1.79,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,07:00:00,0.02,0.013,1.79,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,08:00:00,0.014,0.013,1.81,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,09:00:00,0.01,0.013,1.85,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,10:00:00,0.018,0.013,1.86,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,11:00:00,0.038,0.016,1.88,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,12:00:00,0.054,0.011,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,13:00:00,0.056,0.012,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,14:00:00,0.055,0.01,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,15:00:00,0.055,0.009,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,16:00:00,0.053,0.008,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,17:00:00,0.052,0.008,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,18:00:00,0.048,0.009,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,19:00:00,0.047,0.01,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,20:00:00,0.043,0.013,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,21:00:00,0.038,0.016,0.555,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,22:00:00,0.028,0.021,1.39,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/05/2020,23:00:00,0.027,0.021,1.4,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,00:00:00,0.032,0.016,1.41,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,01:00:00,0.034,0.014,1.42,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,02:00:00,0.026,0.014,1.42,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,03:00:00,0.019,0.015,1.42,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,04:00:00,0.013,0.015,1.42,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,05:00:00,0.013,0.015,1.41,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,06:00:00,0.012,0.015,1.4,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,07:00:00,0.006,0.019,1.4,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,08:00:00,0.002,0.022,1.42,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,09:00:00,0.006,0.023,1.46,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,10:00:00,0.02,0.022,1.5,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,11:00:00,0.042,0.021,1.55,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,12:00:00,0.064,0.015,1.61,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,13:00:00,0.078,0.014,1.66,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,14:00:00,0.07,0.012,1.71,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,15:00:00,0.056,0.009,1.72,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,16:00:00,0.058,0.009,1.71,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,17:00:00,0.052,0.009,1.69,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,18:00:00,0.053,0.009,1.67,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,19:00:00,0.045,0.01,1.63,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,20:00:00,0.042,0.012,1.59,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,21:00:00,0.041,0.015,1.57,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,22:00:00,0.032,0.018,1.56,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/05/2020,23:00:00,0.032,0.018,1.56,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
14/05/2020,00:00:00,0.038,0.014,1.56,0.001,43.183,13.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
